,accuracy,loss,val_accuracy,val_loss
0,0.9527166485786438,0.15603689849376678,0.9726999998092651,0.08661773800849915
1,0.9820666909217834,0.058860715478658676,0.982200026512146,0.05311652272939682
2,0.9877333045005798,0.039014726877212524,0.9825999736785889,0.0532832145690918
3,0.9914666414260864,0.026548655703663826,0.9835000038146973,0.04998503625392914
4,0.9934999942779541,0.019286734983325005,0.9803000092506409,0.07152184098958969
5,0.9953666925430298,0.014267760328948498,0.9828000068664551,0.06260354816913605
6,0.9967666864395142,0.010341022163629532,0.9850000143051147,0.0589955672621727
7,0.997083306312561,0.008814971894025803,0.986299991607666,0.048226192593574524
8,0.9977499842643738,0.006661663297563791,0.9876999855041504,0.05367661640048027
9,0.9978333115577698,0.006377589888870716,0.986299991607666,0.06077411025762558
10,0.9983166456222534,0.0053556133061647415,0.986299991607666,0.06502122431993484
11,0.9982333183288574,0.004979780409485102,0.9868000149726868,0.058326128870248795
12,0.9987999796867371,0.003486412577331066,0.9876000285148621,0.06546806544065475
